"ICD10_explo","df_name","window_optimum_start","window_optimum_end","MK_Tau_opt","MK_p_value_opt","MK_Tau","MK_p_value","Unique_Observations","prop_sig","n_countries","pos_sig","neg_sig","p_one","q_bh","ARD_BH","ARD_selected","X_key_GBD","Cause.Name","Cause.ID","Cause.Hierarchy.Level","ICD10","ICD10.Used.in.Hospital.Claims.Analyses","ICD9","ICD9.Used.in.Hospital.Claims.Analyses","cause_level_1","cause_level_2","cause_level_3","cause_level_4","trait_type","pheno_sex","coding","modifier","description","description_more","coding_description","category","n_cases_full_cohort_both_sexes","n_cases_full_cohort_females","n_cases_full_cohort_males","n_cases_hq_cohort_both_sexes","n_cases_hq_cohort_females","n_cases_hq_cohort_males","pops","num_pops","pops_pass_qc","num_pops_pass_qc","n_cases_AFR","n_cases_AMR","n_cases_CSA","n_cases_EAS","n_cases_EUR","n_cases_MID","n_controls_AFR","n_controls_AMR","n_controls_CSA","n_controls_EAS","n_controls_EUR","n_controls_MID","rhemc_25bin_50rv_h2_observed_AFR","rhemc_25bin_50rv_h2_observed_AMR","rhemc_25bin_50rv_h2_observed_CSA","rhemc_25bin_50rv_h2_observed_EAS","sldsc_25bin_h2_observed_EUR","rhemc_25bin_50rv_h2_observed_MID","rhemc_25bin_50rv_h2_observed_se_AFR","rhemc_25bin_50rv_h2_observed_se_AMR","rhemc_25bin_50rv_h2_observed_se_CSA","rhemc_25bin_50rv_h2_observed_se_EAS","sldsc_25bin_h2_observed_se_EUR","rhemc_25bin_50rv_h2_observed_se_MID","rhemc_25bin_50rv_h2_liability_AFR","rhemc_25bin_50rv_h2_liability_AMR","rhemc_25bin_50rv_h2_liability_CSA","rhemc_25bin_50rv_h2_liability_EAS","sldsc_25bin_h2_liability_EUR","rhemc_25bin_50rv_h2_liability_MID","rhemc_25bin_50rv_h2_liability_se_AFR","rhemc_25bin_50rv_h2_liability_se_AMR","rhemc_25bin_50rv_h2_liability_se_CSA","rhemc_25bin_50rv_h2_liability_se_EAS","sldsc_25bin_h2_liability_se_EUR","rhemc_25bin_50rv_h2_liability_se_MID","rhemc_25bin_50rv_h2_z_AFR","rhemc_25bin_50rv_h2_z_AMR","rhemc_25bin_50rv_h2_z_CSA","rhemc_25bin_50rv_h2_z_EAS","sldsc_25bin_h2_z_EUR","rhemc_25bin_50rv_h2_z_MID","lambda_gc_AFR","lambda_gc_AMR","lambda_gc_CSA","lambda_gc_EAS","lambda_gc_EUR","lambda_gc_MID","phenotype_qc_AFR","phenotype_qc_AMR","phenotype_qc_CSA","phenotype_qc_EAS","phenotype_qc_EUR","phenotype_qc_MID","in_max_independent_set","filename","filename_tabix","aws_link","aws_link_tabix","wget","wget_tabix","md5_hex","size_in_bytes","md5_hex_tabix","size_in_bytes_tabix","trait_efos","trait_efo_terms","trait_efo_categories"
"J19","Lower respiratory infections",1,16,0.99999994,1.19209289550781e-07,0.99999994,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"lower respiratory infections","Lower respiratory infections",322,3,"A48.1, A70, B96.0-B96.1, B97.21, B97.4-B97.6, J09-J18.2, J18.8-J18.9, J19.6-J22.9, J85.1, J91.0, P23-P23.9, U04-U04.9","A48.1, A70, B96.0-B97.6, J09-J22.9, J85.1-J91.0, P23-P23.9, U04-U04.9","079.82, 466-469, 470.0, 480-484, 484.1-490.9, 510-511.9, 513.0-513.9, 770.0, V01.82, V04.7, V04.81, V12.61","079.82, 466-470.0, 480-484, 484.1-490.9, 510-513.9, 770.0, V12.61","Communicable, maternal, neonatal, and nutritional diseases","Respiratory infections and tuberculosis","Lower respiratory infections","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J41","Chronic respiratory diseases",1,16,0.916666627,9.5367431640625e-07,0.916666627,9.5367431640625e-07,16,1,204,204,0,4.76837158203125e-07,1.80342258551182e-06,TRUE,TRUE,"chronic respiratory diseases","Chronic respiratory diseases",508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9","Non-communicable diseases","Chronic respiratory diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J42","Chronic respiratory diseases",1,16,0.916666627,9.5367431640625e-07,0.916666627,9.5367431640625e-07,16,1,204,204,0,4.76837158203125e-07,1.80342258551182e-06,TRUE,TRUE,"chronic respiratory diseases","Chronic respiratory diseases",508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9","Non-communicable diseases","Chronic respiratory diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J43","Chronic respiratory diseases",1,16,0.916666627,9.5367431640625e-07,0.916666627,9.5367431640625e-07,16,1,204,204,0,4.76837158203125e-07,1.80342258551182e-06,TRUE,TRUE,"chronic respiratory diseases","Chronic respiratory diseases",508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9","Non-communicable diseases","Chronic respiratory diseases","","","icd10","both_sexes","","","J43 Emphysema","truncated: true",NA,"Chapter X Diseases of the respiratory system | J40-J47 Chronic lower respiratory diseases | J43 Emphysema",2421,981,1440,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,2421,NA,NA,NA,NA,NA,418110,NA,NA,NA,NA,NA,0.0051,NA,NA,NA,NA,NA,0.002,NA,NA,NA,NA,NA,0.109,NA,NA,NA,NA,NA,0.0426,NA,NA,NA,NA,NA,2.55,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-J43-both_sexes.tsv.bgz","icd10-J43-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J43-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J43-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J43-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J43-both_sexes.tsv.bgz.tbi","e35195e38a072bda0149944809cb94e0",544282825,"2e52a46a525d3d23b9b9b19113c78c53",1751157,"EFO_0000464","emphysema","Other disease"
"J44","Chronic respiratory diseases",1,16,0.916666627,9.5367431640625e-07,0.916666627,9.5367431640625e-07,16,1,204,204,0,4.76837158203125e-07,1.80342258551182e-06,TRUE,TRUE,"chronic respiratory diseases","Chronic respiratory diseases",508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9","Non-communicable diseases","Chronic respiratory diseases","","","icd10","both_sexes","","","J44 Other chronic obstructive pulmonary disease","truncated: true",NA,"Chapter X Diseases of the respiratory system | J40-J47 Chronic lower respiratory diseases | J44 Other chronic obstructive pulmonary disease",11762,5265,6497,11688,5230,6458,"AFR,CSA,EUR",3,"CSA,EUR",2,74,NA,152,NA,11536,NA,6562,NA,8724,NA,408995,NA,-0.0523,NA,0.234,NA,0.0219,NA,0.0803,NA,0.0433,NA,0.0028,NA,-0.672,NA,2.18,NA,0.146,NA,1.03,NA,0.405,NA,0.0187,NA,-0.652,NA,5.39,NA,7.82,NA,1.02,NA,0.991,NA,1.1,NA,"h2_z_insignificant",NA,"PASS",NA,"PASS",NA,FALSE,"icd10-J44-both_sexes.tsv.bgz","icd10-J44-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J44-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J44-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J44-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J44-both_sexes.tsv.bgz.tbi","787f3a8ce3502a9a8f597a17144e07ae",1827545082,"f6d56139df589c75d501395878a86757",2134563,"EFO_0000341","chronic obstructive pulmonary disease","Other disease"
"J60","Coal workers pneumoconiosis",1,15,0.942857087,1.19209289550781e-06,0.899999917,1.43051147460938e-06,16,0.995098039215686,204,203,0,5.96046447753905e-07,2.19792127609252e-06,TRUE,TRUE,"coal workers pneumoconiosis","Coal workers pneumoconiosis",513,4,"J60-J60.0","J60-J60.0","500-500.9","500-500.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","Coal workers pneumoconiosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J60","Pneumoconiosis",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"pneumoconiosis","Pneumoconiosis",510,3,"J60-J65.0, J92.0","J60-J65.0, J92.0-J92.0","500-505.9","500-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J61","Chronic respiratory diseases",1,16,0.916666627,9.5367431640625e-07,0.916666627,9.5367431640625e-07,16,1,204,204,0,4.76837158203125e-07,1.80342258551182e-06,TRUE,TRUE,"chronic respiratory diseases","Chronic respiratory diseases",508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9","Non-communicable diseases","Chronic respiratory diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J61","Pneumoconiosis",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"pneumoconiosis","Pneumoconiosis",510,3,"J60-J65.0, J92.0","J60-J65.0, J92.0-J92.0","500-505.9","500-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J62","Pneumoconiosis",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"pneumoconiosis","Pneumoconiosis",510,3,"J60-J65.0, J92.0","J60-J65.0, J92.0-J92.0","500-505.9","500-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J62","Silicosis",1,15,0.961904705,7.15255737304688e-07,0.899999917,1.43051147460938e-06,16,1,204,204,0,3.57627868652344e-07,1.48591860918932e-06,TRUE,TRUE,"silicosis","Silicosis",511,4,"J62-J62.9","J62-J62.9","502-502.9","502-502.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","Silicosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J63","Other pneumoconiosis",1,16,0.966666579,2.38418579101562e-07,0.966666579,2.38418579101562e-07,16,1,204,204,0,1.19209289550781e-07,6.39395280317825e-07,TRUE,TRUE,"other pneumoconiosis","Other pneumoconiosis",514,4,"J63-J65.0","J63-J65.0","503-505.9","503-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","Other pneumoconiosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J63","Pneumoconiosis",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"pneumoconiosis","Pneumoconiosis",510,3,"J60-J65.0, J92.0","J60-J65.0, J92.0-J92.0","500-505.9","500-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J64","Other pneumoconiosis",1,16,0.966666579,2.38418579101562e-07,0.966666579,2.38418579101562e-07,16,1,204,204,0,1.19209289550781e-07,6.39395280317825e-07,TRUE,TRUE,"other pneumoconiosis","Other pneumoconiosis",514,4,"J63-J65.0","J63-J65.0","503-505.9","503-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","Other pneumoconiosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J64","Pneumoconiosis",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"pneumoconiosis","Pneumoconiosis",510,3,"J60-J65.0, J92.0","J60-J65.0, J92.0-J92.0","500-505.9","500-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J65","Pneumoconiosis",1,16,0.98333329,1.19209289550781e-07,0.98333329,1.19209289550781e-07,16,1,204,204,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"pneumoconiosis","Pneumoconiosis",510,3,"J60-J65.0, J92.0","J60-J65.0, J92.0-J92.0","500-505.9","500-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J65","Other pneumoconiosis",1,16,0.966666579,2.38418579101562e-07,0.966666579,2.38418579101562e-07,16,1,204,204,0,1.19209289550781e-07,6.39395280317825e-07,TRUE,TRUE,"other pneumoconiosis","Other pneumoconiosis",514,4,"J63-J65.0","J63-J65.0","503-505.9","503-505.9","Non-communicable diseases","Chronic respiratory diseases","Pneumoconiosis","Other pneumoconiosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J70","Chronic respiratory diseases",1,16,0.916666627,9.5367431640625e-07,0.916666627,9.5367431640625e-07,16,1,204,204,0,4.76837158203125e-07,1.80342258551182e-06,TRUE,TRUE,"chronic respiratory diseases","Chronic respiratory diseases",508,2,"D86-D86.2, D86.9, G47.3-G47.39, J07-J08, J18.7, J19, J23-J35.9, J37-J68.9, J70.8-J84.9, J85.9, J87-J91, J91.8-J94.9, J96-J99.8, R05.0-R06.9, R08-R09.89, R84-R84.9, R91-R91.8","D86-D86.2, D86.9, J41-J65.0, J84-J84.9, J92.0-J92.0","135-135.9, 278.03, 327.2-327.29, 470, 470.9-474.9, 476-479, 491-508.9, 512-513, 514-518.53, 518.8-519, 519.11-519.9, 786-786.9, 793.1-793.2, 799.0-799.1, V07.1, V12.6-V12.60, V12.69, V13.81, V14-V15.09, V15.84, V17.5-V17.6, V19.6, V42.6, V43.81, V45.76, V58.74, V81.3-V81.4","135-135.9, 491-505.9, 515-516.9","Non-communicable diseases","Chronic respiratory diseases","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J84","Interstitial lung disease and pulmonary sarcoidosis",1,16,0.99999994,1.19209289550781e-07,0.99999994,1.19209289550781e-07,16,0.980392156862745,204,200,0,5.96046447753905e-08,4.28862688018054e-07,TRUE,TRUE,"interstitial lung disease and pulmonary sarcoidosis","Interstitial lung disease and pulmonary sarcoidosis",516,3,"D86-D86.2, D86.9, J84-J84.9","D86-D86.2, D86.9, J84-J84.9","135-135.9, 515, 515.9-516.9","135-135.9, 515-516.9","Non-communicable diseases","Chronic respiratory diseases","Interstitial lung disease and pulmonary sarcoidosis","","icd10","both_sexes","","","J84 Other interstitial pulmonary diseases","truncated: true",NA,"Chapter X Diseases of the respiratory system | J80-J84 Other respiratory diseases principally affecting the interstitium | J84 Other interstitial pulmonary diseases",1497,613,884,NA,NA,NA,"EUR",1,"",0,NA,NA,NA,NA,1497,NA,NA,NA,NA,NA,419034,NA,NA,NA,NA,NA,0.0039,NA,NA,NA,NA,NA,0.0025,NA,NA,NA,NA,NA,0.121,NA,NA,NA,NA,NA,0.0779,NA,NA,NA,NA,NA,1.56,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"h2_z_insignificant",NA,FALSE,"icd10-J84-both_sexes.tsv.bgz","icd10-J84-both_sexes.tsv.bgz.tbi","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J84-both_sexes.tsv.bgz","https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J84-both_sexes.tsv.bgz.tbi","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files/icd10-J84-both_sexes.tsv.bgz","wget https://pan-ukb-us-east-1.s3.amazonaws.com/sumstats_flat_files_tabix/icd10-J84-both_sexes.tsv.bgz.tbi","de0b8a429fcac25700e47f14046eb5a5",541042127,"2cb80dfa678dc9bc02bccbe59254c6f3",1750965,"EFO_0004244","interstitial lung disease","Other disease"
