df_name,MK_Tau_opt,MK_p_value_opt,p_one,q_bh,prop_sig,_key_GBD,Cause Name,Cause ID,Cause Hierarchy Level,ICD10_x,ICD10 Used in Hospital/Claims Analyses,ICD9,ICD9 Used in Hospital/Claims Analyses,cause_level_1,cause_level_2,cause_level_3,cause_level_4,ICD10_explo,ICD10_y,PHECODE,Exl. Phecodes,Excl. Phenotypes,PHECODE_,mapped_flag
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D08,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D09,D09,195.0,195-199.99,"Neoplasms: malignant, secondary or uncertain",195_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D10,D10,210.0,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",210_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D11,D11,210.0,"140-149.99, 210-210.99","Cancer/benign neoplams of lip, oral cavity, pharynx",210_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D12,D12,208.0,"153-153.99, 208-208.99",Benign and malignant neoplasm of colon,208_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D13,D13,211.0,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,211_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D14,D14,212.0,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,212_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D15,D15,212.0,212-212.99,Benign neoplasm of respiratory and intrathoracic organs,212_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D16,D16,213.0,210-229.99,Benign Neoplasms,213_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D17,D17,214.0,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,214_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D18,D18,228.0,228-228.99,Hemangioma and lymphangioma any site,228_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D19,D19,229.0,229-229.99,Benign neoplasm of other and unspecified sites,229_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D20,D20,211.0,"211-211.99, 150-159.99",Cancer/benign neoplams of digestive system,211_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D21,D21,215.0,214-215.99,Lipoma and Other benign neoplasm of connective and other soft tissue,215_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D22,D22,216.0,216-217.99,Benign neoplasm of skin,216_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D23,D23,216.0,216-217.99,Benign neoplasm of skin,216_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D24,D24,610.4,610-613.99,nonmalignant breast conditions,610_4,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D26,D26,218.2,"217-223.99, 180-184.99"," benign neoplasm of breast, ovary, uterus, and other genitourinary organs; uterine/ovarian cancer",218_2,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D27,D27,220.0,"174-184.99, 217-221.99",,220_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D28,D28,221.0,"217-223.99, 174-184.99",Cancer/benign neoplasm of female genital organs,221_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D29,D29,222.0,"185-187.99, 222-222.99",cancer/benign neoplasm of male genital organs,222_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D30,D30,223.0,210-229.99,Benign Neoplasms,223_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D31,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D32,D32,225.1,"224-225.99, 190-192.99"," cancer/benign neoplasm of eye, brain, nervous system",225_1,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D33,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D34,D34,226.0,"193-194.99, 226-227.99"," Cancer/benign tumor of thyroid gland, other endocrine glands",226_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D35,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D36,D36,229.0,229-229.99,Benign neoplasm of other and unspecified sites,229_0,True
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D37,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D38,,,,,nan,False
Other neoplasms,0.963636457920074,5.16176223754883e-05,2.580881118774415e-05,5.9949600790429326e-05,0.965686274509804,other neoplasms,Other neoplasms,490.0,3.0,"C75.90-C75.92, D00-D24.9, D26.0-D39.9, D4-D49.9, E34.0, K62.0-K62.3, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","D00-D24.9, D26.0-D49.9, E34.0, K62.0-K62.1, K63.5, N60-N60.99, N84.0-N84.1, N87-N87.9","209.4-209.57, 209.61, 209.63-209.67, 210.0-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7","209.4-217.8, 219-237.6, 237.70-237.72, 237.9-239.9, 569.0, 610-610.9, 622.1-622.2, 622.7",Non-communicable diseases,Neoplasms,Other neoplasms,,D39,D39,184.2,"174-184.99, 220-221.99",cancer of female genital organs; benign neoplasm of female genital organs,184_2,True
